[19:49:21] Log file is created
[19:49:21] graph_inputs/05/graph05.csv Graph is imported.
[19:49:21] Physical network is created.
[19:49:34] New release. Bandwidth = 9,source = 2, Dst = 10, id = 11, Release = 0
[19:51:40] New release. Bandwidth = 2,source = 10, Dst = 8, id = 4, Release = 0
[19:51:40] New release. Bandwidth = 1,source = 4, Dst = 1, id = 700, Release = 0
[19:51:41] New release. Bandwidth = 1,source = 2, Dst = 8, id = 588, Release = 0
[19:51:41] New release. Bandwidth = 4,source = 12, Dst = 3, id = 577, Release = 0
[19:51:41] New release. Bandwidth = 3,source = 10, Dst = 5, id = 730, Release = 0
[19:51:41] New release. Bandwidth = 2,source = 2, Dst = 9, id = 423, Release = 0
[19:51:42] New release. Bandwidth = 4,source = 0, Dst = 12, id = 533, Release = 0
[19:51:42] New release. Bandwidth = 6,source = 12, Dst = 8, id = 623, Release = 0
[19:51:42] New release. Bandwidth = 2,source = 12, Dst = 8, id = 584, Release = 0
[19:51:42] New release. Bandwidth = 4,source = 11, Dst = 13, id = 681, Release = 0
[19:51:42] New release. Bandwidth = 4,source = 10, Dst = 5, id = 555, Release = 0
[19:51:44] New release. Bandwidth = 1,source = 5, Dst = 12, id = 407, Release = 0
[19:51:44] New release. Bandwidth = 3,source = 9, Dst = 8, id = 709, Release = 0
[19:51:44] New release. Bandwidth = 5,source = 8, Dst = 13, id = 734, Release = 0
[19:51:45] New release. Bandwidth = 3,source = 10, Dst = 1, id = 288, Release = 0
[19:51:45] New release. Bandwidth = 2,source = 13, Dst = 0, id = 722, Release = 0
[19:51:46] New release. Bandwidth = 2,source = 5, Dst = 4, id = 375, Release = 0
[19:51:46] New release. Bandwidth = 3,source = 11, Dst = 0, id = 716, Release = 0
[19:51:46] New release. Bandwidth = 5,source = 9, Dst = 1, id = 573, Release = 0
[19:51:46] New release. Bandwidth = 2,source = 0, Dst = 5, id = 742, Release = 0
[19:51:46] New release. Bandwidth = 5,source = 2, Dst = 6, id = 438, Release = 0
[19:51:46] New release. Bandwidth = 5,source = 11, Dst = 2, id = 682, Release = 0
[19:51:47] New release. Bandwidth = 2,source = 4, Dst = 5, id = 46, Release = 0
[19:51:47] New release. Bandwidth = 4,source = 2, Dst = 12, id = 739, Release = 0
[19:51:47] New release. Bandwidth = 4,source = 12, Dst = 10, id = 658, Release = 0
[19:51:47] New release. Bandwidth = 1,source = 2, Dst = 6, id = 743, Release = 0
[19:51:47] New release. Bandwidth = 1,source = 6, Dst = 2, id = 572, Release = 0
[19:51:47] New release. Bandwidth = 4,source = 10, Dst = 11, id = 710, Release = 0
[19:51:47] New release. Bandwidth = 4,source = 9, Dst = 1, id = 556, Release = 0
[19:51:47] New release. Bandwidth = 3,source = 10, Dst = 9, id = 785, Release = 0
[19:51:47] New release. Bandwidth = 6,source = 9, Dst = 11, id = 701, Release = 0
[19:51:48] New release. Bandwidth = 4,source = 1, Dst = 3, id = 397, Release = 0
[19:51:48] New release. Bandwidth = 2,source = 4, Dst = 10, id = 672, Release = 0
[19:51:48] New release. Bandwidth = 4,source = 9, Dst = 2, id = 232, Release = 0
[19:51:48] New release. Bandwidth = 3,source = 12, Dst = 6, id = 797, Release = 0
[19:51:49] New release. Bandwidth = 1,source = 13, Dst = 11, id = 713, Release = 0
[19:51:49] New release. Bandwidth = 3,source = 5, Dst = 12, id = 589, Release = 0
[19:51:49] New release. Bandwidth = 5,source = 3, Dst = 5, id = 163, Release = 0
[19:51:49] New release. Bandwidth = 3,source = 7, Dst = 5, id = 750, Release = 0
[19:51:49] New release. Bandwidth = 5,source = 9, Dst = 3, id = 612, Release = 0
[19:51:50] New release. Bandwidth = 5,source = 0, Dst = 2, id = 757, Release = 0
[19:51:50] New release. Bandwidth = 4,source = 3, Dst = 13, id = 775, Release = 0
[19:51:51] New release. Bandwidth = 6,source = 12, Dst = 3, id = 819, Release = 0
[19:51:51] New release. Bandwidth = 4,source = 1, Dst = 6, id = 753, Release = 0
[19:51:51] New release. Bandwidth = 2,source = 4, Dst = 13, id = 668, Release = 0
[19:51:51] New release. Bandwidth = 3,source = 13, Dst = 12, id = 590, Release = 0
[19:51:51] New release. Bandwidth = 2,source = 11, Dst = 0, id = 602, Release = 0
[19:51:51] New release. Bandwidth = 4,source = 2, Dst = 0, id = 723, Release = 0
[19:51:52] New release. Bandwidth = 1,source = 0, Dst = 3, id = 813, Release = 0
[19:51:52] New release. Bandwidth = 3,source = 13, Dst = 6, id = 731, Release = 0
[19:51:52] New release. Bandwidth = 3,source = 10, Dst = 13, id = 772, Release = 0
[19:51:52] New release. Bandwidth = 5,source = 6, Dst = 1, id = 828, Release = 0
[19:51:52] New release. Bandwidth = 3,source = 5, Dst = 8, id = 706, Release = 0
[19:51:53] New release. Bandwidth = 3,source = 2, Dst = 12, id = 644, Release = 0
[19:51:53] New release. Bandwidth = 2,source = 2, Dst = 3, id = 812, Release = 0
[19:51:53] New release. Bandwidth = 2,source = 2, Dst = 3, id = 802, Release = 0
[19:51:53] New release. Bandwidth = 4,source = 3, Dst = 8, id = 626, Release = 0
[19:51:53] New release. Bandwidth = 1,source = 13, Dst = 6, id = 524, Release = 0
[19:51:53] New release. Bandwidth = 10,source = 1, Dst = 2, id = 501, Release = 0
[19:51:53] New release. Bandwidth = 4,source = 2, Dst = 1, id = 606, Release = 0
[19:51:54] New release. Bandwidth = 5,source = 10, Dst = 9, id = 543, Release = 0
[19:51:54] New release. Bandwidth = 5,source = 6, Dst = 8, id = 509, Release = 0
[19:51:54] New release. Bandwidth = 5,source = 10, Dst = 5, id = 711, Release = 0
[19:51:55] New release. Bandwidth = 4,source = 7, Dst = 3, id = 675, Release = 0
[19:51:55] New release. Bandwidth = 4,source = 3, Dst = 5, id = 844, Release = 0
[19:51:55] New release. Bandwidth = 4,source = 0, Dst = 5, id = 838, Release = 0
[19:51:56] New release. Bandwidth = 4,source = 12, Dst = 0, id = 804, Release = 0
[19:51:56] New release. Bandwidth = 1,source = 2, Dst = 0, id = 849, Release = 0
[19:51:56] New release. Bandwidth = 6,source = 11, Dst = 3, id = 800, Release = 0
[19:51:56] New release. Bandwidth = 7,source = 0, Dst = 1, id = 341, Release = 0
[19:51:56] New release. Bandwidth = 2,source = 10, Dst = 4, id = 428, Release = 0
[19:51:56] New release. Bandwidth = 2,source = 2, Dst = 9, id = 781, Release = 0
[19:51:56] New release. Bandwidth = 5,source = 9, Dst = 11, id = 480, Release = 0
[19:51:57] New release. Bandwidth = 2,source = 3, Dst = 5, id = 678, Release = 0
[19:51:58] New release. Bandwidth = 7,source = 1, Dst = 13, id = 222, Release = 0
[19:51:58] New release. Bandwidth = 3,source = 4, Dst = 3, id = 754, Release = 0
[19:51:58] New release. Bandwidth = 1,source = 5, Dst = 8, id = 749, Release = 0
[19:51:59] New release. Bandwidth = 6,source = 6, Dst = 2, id = 664, Release = 0
[19:52:00] New release. Bandwidth = 1,source = 0, Dst = 3, id = 660, Release = 0
[19:52:00] New release. Bandwidth = 4,source = 9, Dst = 3, id = 666, Release = 0
[19:52:00] New release. Bandwidth = 4,source = 4, Dst = 6, id = 557, Release = 0
[19:52:00] New release. Bandwidth = 2,source = 8, Dst = 0, id = 832, Release = 0
[19:52:00] New release. Bandwidth = 1,source = 11, Dst = 0, id = 305, Release = 0
[19:52:01] New release. Bandwidth = 2,source = 6, Dst = 2, id = 810, Release = 0
[19:52:03] New release. Bandwidth = 6,source = 8, Dst = 2, id = 535, Release = 0
[19:52:03] New release. Bandwidth = 6,source = 9, Dst = 3, id = 905, Release = 0
[19:52:04] New release. Bandwidth = 3,source = 1, Dst = 9, id = 909, Release = 0
[19:52:04] New release. Bandwidth = 3,source = 13, Dst = 3, id = 712, Release = 0
[19:52:05] New release. Bandwidth = 2,source = 13, Dst = 7, id = 916, Release = 0
[19:52:05] New release. Bandwidth = 1,source = 4, Dst = 3, id = 138, Release = 0
[19:52:06] New release. Bandwidth = 6,source = 11, Dst = 9, id = 790, Release = 0
[19:52:06] New release. Bandwidth = 2,source = 11, Dst = 9, id = 818, Release = 0
[19:52:06] New release. Bandwidth = 7,source = 2, Dst = 0, id = 825, Release = 0
[19:52:06] New release. Bandwidth = 5,source = 3, Dst = 7, id = 892, Release = 0
[19:52:06] New release. Bandwidth = 1,source = 1, Dst = 7, id = 124, Release = 0
[19:52:06] New release. Bandwidth = 4,source = 5, Dst = 12, id = 621, Release = 0
[19:52:07] New release. Bandwidth = 2,source = 7, Dst = 2, id = 744, Release = 0
[19:52:07] New release. Bandwidth = 4,source = 12, Dst = 1, id = 923, Release = 0
[19:52:07] New release. Bandwidth = 3,source = 4, Dst = 12, id = 836, Release = 0
[19:52:07] New release. Bandwidth = 4,source = 1, Dst = 7, id = 860, Release = 0
[19:52:07] New release. Bandwidth = 2,source = 7, Dst = 10, id = 876, Release = 0
[19:52:07] New release. Bandwidth = 5,source = 3, Dst = 4, id = 869, Release = 0
[19:52:07] New release. Bandwidth = 2,source = 6, Dst = 1, id = 894, Release = 0
[19:52:07] New release. Bandwidth = 4,source = 10, Dst = 12, id = 933, Release = 0
[19:52:07] New release. Bandwidth = 4,source = 8, Dst = 3, id = 868, Release = 0
[19:52:07] New release. Bandwidth = 5,source = 12, Dst = 13, id = 732, Release = 0
[19:52:07] New release. Bandwidth = 5,source = 7, Dst = 2, id = 765, Release = 0
[19:52:08] New release. Bandwidth = 1,source = 1, Dst = 6, id = 690, Release = 0
[19:52:08] New release. Bandwidth = 1,source = 10, Dst = 4, id = 856, Release = 0
[19:52:08] New release. Bandwidth = 5,source = 5, Dst = 4, id = 527, Release = 0
[19:52:09] New release. Bandwidth = 1,source = 12, Dst = 10, id = 887, Release = 0
[19:52:09] New release. Bandwidth = 7,source = 0, Dst = 10, id = 904, Release = 0
[19:52:09] New release. Bandwidth = 1,source = 13, Dst = 0, id = 897, Release = 0
[19:52:10] New release. Bandwidth = 6,source = 0, Dst = 5, id = 458, Release = 0
[19:52:10] New release. Bandwidth = 4,source = 13, Dst = 4, id = 902, Release = 0
[19:52:10] New release. Bandwidth = 4,source = 3, Dst = 5, id = 841, Release = 0
[19:52:10] New release. Bandwidth = 3,source = 6, Dst = 4, id = 883, Release = 0
[19:52:10] New release. Bandwidth = 4,source = 0, Dst = 10, id = 873, Release = 0
[19:52:11] New release. Bandwidth = 2,source = 9, Dst = 11, id = 774, Release = 0
[19:52:11] New release. Bandwidth = 3,source = 0, Dst = 4, id = 913, Release = 0
[19:52:11] New release. Bandwidth = 3,source = 12, Dst = 2, id = 817, Release = 0
[19:52:11] New release. Bandwidth = 4,source = 10, Dst = 6, id = 853, Release = 0
[19:52:11] New release. Bandwidth = 3,source = 0, Dst = 8, id = 874, Release = 0
[19:52:11] New release. Bandwidth = 4,source = 12, Dst = 0, id = 814, Release = 0
[19:52:12] New release. Bandwidth = 3,source = 4, Dst = 5, id = 893, Release = 0
[19:52:12] New release. Bandwidth = 4,source = 1, Dst = 6, id = 951, Release = 0
[19:52:12] New release. Bandwidth = 3,source = 13, Dst = 9, id = 845, Release = 0
[19:52:12] New release. Bandwidth = 2,source = 3, Dst = 8, id = 946, Release = 0
[19:52:13] New release. Bandwidth = 5,source = 11, Dst = 12, id = 900, Release = 0
[19:52:13] New release. Bandwidth = 3,source = 1, Dst = 12, id = 748, Release = 0
[19:52:13] New release. Bandwidth = 3,source = 10, Dst = 5, id = 870, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 5, Dst = 12, id = 908, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 4, Dst = 8, id = 997, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 5, Dst = 6, id = 809, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 5, Dst = 1, id = 773, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 2, Dst = 8, id = 917, Release = 0
[19:52:14] New release. Bandwidth = 8,source = 13, Dst = 9, id = 617, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 7, Dst = 3, id = 975, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 0, Dst = 13, id = 92, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 4, Dst = 1, id = 906, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 4, Dst = 11, id = 792, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 2, Dst = 10, id = 988, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 1, Dst = 3, id = 938, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 3, Dst = 9, id = 993, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 13, Dst = 6, id = 830, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 12, Dst = 11, id = 404, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 13, Dst = 9, id = 803, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 10, Dst = 9, id = 801, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 10, Dst = 7, id = 786, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 8, Dst = 7, id = 738, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 12, Dst = 6, id = 992, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 3, Dst = 5, id = 468, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 7, Dst = 9, id = 956, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 9, Dst = 1, id = 576, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 10, Dst = 11, id = 687, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 6, Dst = 1, id = 925, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 6, Dst = 10, id = 798, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 13, Dst = 11, id = 867, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 3, Dst = 0, id = 641, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 11, Dst = 5, id = 891, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 11, Dst = 2, id = 998, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 10, Dst = 6, id = 839, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 9, Dst = 1, id = 745, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 3, Dst = 0, id = 864, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 3, Dst = 4, id = 986, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 5, Dst = 1, id = 736, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 3, Dst = 12, id = 896, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 5, Dst = 3, id = 651, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 6, Dst = 0, id = 911, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 13, Dst = 3, id = 160, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 5, Dst = 8, id = 996, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 7, Dst = 6, id = 676, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 0, Dst = 8, id = 919, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 0, Dst = 5, id = 795, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 10, Dst = 8, id = 899, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 0, Dst = 2, id = 934, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 13, Dst = 8, id = 972, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 9, Dst = 7, id = 955, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 7, Dst = 1, id = 935, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 7, Dst = 5, id = 963, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 13, Dst = 10, id = 827, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 1, Dst = 0, id = 834, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 11, Dst = 8, id = 665, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 11, Dst = 2, id = 959, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 8, Dst = 9, id = 969, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 13, Dst = 5, id = 922, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 7, Dst = 13, id = 983, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 5, Dst = 9, id = 945, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 1, Dst = 0, id = 862, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 4, Dst = 10, id = 721, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 12, Dst = 4, id = 970, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 2, Dst = 8, id = 837, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 12, Dst = 11, id = 942, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 3, Dst = 4, id = 807, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 12, Dst = 8, id = 487, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 4, Dst = 12, id = 826, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 10, Dst = 13, id = 783, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 12, Dst = 4, id = 954, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 3, Dst = 4, id = 395, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 6, Dst = 10, id = 895, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 12, Dst = 2, id = 553, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 4, Dst = 9, id = 596, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 1, Dst = 10, id = 973, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 10, Dst = 13, id = 840, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 9, Dst = 2, id = 965, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 5, Dst = 8, id = 943, Release = 0
[19:52:14] New release. Bandwidth = 8,source = 1, Dst = 2, id = 990, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 8, Dst = 3, id = 582, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 10, Dst = 9, id = 967, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 9, Dst = 10, id = 586, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 11, Dst = 10, id = 758, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 5, Dst = 9, id = 979, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 7, Dst = 11, id = 287, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 9, Dst = 11, id = 796, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 4, Dst = 8, id = 974, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 8, Dst = 13, id = 394, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 6, Dst = 9, id = 569, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 4, Dst = 9, id = 907, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 4, Dst = 7, id = 886, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 7, Dst = 5, id = 829, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 9, Dst = 0, id = 947, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 6, Dst = 4, id = 587, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 9, Dst = 2, id = 850, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 8, Dst = 0, id = 821, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 7, Dst = 9, id = 854, Release = 0
[19:52:14] New release. Bandwidth = 6,source = 0, Dst = 10, id = 995, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 4, Dst = 7, id = 704, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 10, Dst = 12, id = 847, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 6, Dst = 8, id = 793, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 6, Dst = 13, id = 879, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 3, Dst = 7, id = 835, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 9, Dst = 10, id = 151, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 9, Dst = 13, id = 784, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 6, Dst = 4, id = 455, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 12, Dst = 4, id = 863, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 3, Dst = 5, id = 510, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 7, Dst = 9, id = 566, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 12, Dst = 3, id = 912, Release = 0
[19:52:14] New release. Bandwidth = 10,source = 0, Dst = 2, id = 984, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 10, Dst = 9, id = 968, Release = 0
[19:52:14] New release. Bandwidth = 3,source = 9, Dst = 1, id = 670, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 0, Dst = 7, id = 924, Release = 0
[19:52:14] New release. Bandwidth = 9,source = 7, Dst = 3, id = 574, Release = 0
[19:52:14] New release. Bandwidth = 1,source = 4, Dst = 10, id = 977, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 11, Dst = 9, id = 914, Release = 0
[19:52:14] New release. Bandwidth = 5,source = 9, Dst = 11, id = 787, Release = 0
[19:52:14] New release. Bandwidth = 7,source = 2, Dst = 10, id = 409, Release = 0
[19:52:14] New release. Bandwidth = 2,source = 5, Dst = 1, id = 941, Release = 0
[19:52:14] New release. Bandwidth = 4,source = 2, Dst = 11, id = 918, Release = 0
[19:52:14] 
[19:52:14] *****************
[19:52:14] Protection type = Number of LSP based
[19:52:14] Threshold value = 1
[19:52:14] Erlang = 200.000000
[19:52:14] Mean holding time = 1.000000
[19:52:14] Capacity of a LP = 10
[19:52:14] Mean holding time = 1.000000
[19:52:14] Num.of wave lengths per fiber = 16
[19:52:14]                  
[19:52:14] ****Counts****
[19:52:14] Num.of lsp rqst = 1000
[19:52:14]  
[19:52:14] *Num.of established LSPs = 570
[19:52:14] *Num.of rejected LSPs = 0
[19:52:14]  
[19:52:14] **From no already path_
[19:52:14] newLPnNewLP = 0
[19:52:14] newLPnCombineLP = 0
[19:52:14] combineLPnCombineLP = 570
[19:52:14] newMethod = 0
[19:52:14] Established = 570
[19:52:14] Rejected = 430
[19:52:14]  
[19:52:14] **From already path_
[19:52:14] tempNAlready = 0
[19:52:14] tempNtemp = 0
[19:52:14] tempNcombine = 0
[19:52:14] oldNold = 0
[19:52:14] oldNnew = 0
[19:52:14] oldNcombine = 0
[19:52:14] Established = 0
[19:52:14] Rejected = 0
[19:52:14]  
[19:52:14] pathNotFound = 0
